yourlist:M20200824A94466D2655679D1FD8953E075198DA850B369V	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs	Cross-reference (KO)
UPI000C001BCC	A0A2B4SE00	A0A2B4SE00_STYPI	unreviewed	Receptor-type tyrosine-protein phosphatase N2	PTPRN2 AWC38_SpisGene8537	Stylophora pistillata (Smooth cauliflower coral)	909	integral component of membrane [GO:0016021]; secretory granule [GO:0030141]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0016021; GO:0030141	
UPI000C01786C	A0A2B4SF94	A0A2B4SF94_STYPI	unreviewed	Transcription factor AP-4	TFAP4 AWC38_SpisGene8067	Stylophora pistillata (Smooth cauliflower coral)	260	protein dimerization activity [GO:0046983]	GO:0046983	
UPI000F3D572A	A0A3M6TCD3	A0A3M6TCD3_9CNID	unreviewed	60S ribosomal protein L23	pdam_00008183	Pocillopora damicornis	140	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000C01872D	A0A2B4S4R2	A0A2B4S4R2_STYPI	unreviewed	Tyrosine-protein kinase PR2	PR2 AWC38_SpisGene11370	Stylophora pistillata (Smooth cauliflower coral)	1006	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	
UPI000C01379F	A0A2B4SVJ1	A0A2B4SVJ1_STYPI	unreviewed	60S ribosomal protein L14	RPL14 AWC38_SpisGene2035	Stylophora pistillata (Smooth cauliflower coral)	136	ribosome [GO:0005840]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005840; GO:0006412	
UPI000C00D709	A0A2B4RRZ9	A0A2B4RRZ9_STYPI	unreviewed	60S ribosomal protein L40 (CEP52) (Ubiquitin) (Ubiquitin-60S ribosomal protein L40)	RpL40 AWC38_SpisGene16493	Stylophora pistillata (Smooth cauliflower coral)	129	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000C0069A4	A0A2B4SGN4	A0A2B4SGN4_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene6236	Stylophora pistillata (Smooth cauliflower coral)	370			
UPI000C002FD6	A0A2B4SBJ9	A0A2B4SBJ9_STYPI	unreviewed	Death domain-containing protein	AWC38_SpisGene9377	Stylophora pistillata (Smooth cauliflower coral)	416	catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]; signal transduction [GO:0007165]	GO:0003824; GO:0007165; GO:0009116	
UPI000C0161AC	A0A2B4SPT7	A0A2B4SPT7_STYPI	unreviewed	G domain-containing protein	AWC38_SpisGene4698	Stylophora pistillata (Smooth cauliflower coral)	644	GTP binding [GO:0005525]	GO:0005525	
UPI000F3BD074	A0A3M6TJF0	A0A3M6TJF0_9CNID	unreviewed	F-box domain-containing protein	pdam_00008670	Pocillopora damicornis	455			
UPI000C00A8C1	A0A2B4S4Y6	A0A2B4S4Y6_STYPI	unreviewed	Regulator of G-protein signaling 22	RGS22 AWC38_SpisGene11316	Stylophora pistillata (Smooth cauliflower coral)	1179	G-protein alpha-subunit binding [GO:0001965]; regulation of signal transduction [GO:0009966]	GO:0001965; GO:0009966	
UPI000C0184AA	A0A2B4S8W1	A0A2B4S8W1_STYPI	unreviewed	Carbonic anhydrase (EC 4.2.1.1)	ca2 AWC38_SpisGene9950	Stylophora pistillata (Smooth cauliflower coral)	302	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	GO:0004089; GO:0008270	
UPI000C01BED3	A0A2B4S239	A0A2B4S239_STYPI	unreviewed	Homeobox protein Nkx-2.8	Nkx2-8 AWC38_SpisGene12347	Stylophora pistillata (Smooth cauliflower coral)	202	nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]	GO:0005634; GO:0006355; GO:0043565	
UPI000C01505A	A0A2B4RYG5	A0A2B4RYG5_STYPI	unreviewed	NACHT and WD repeat domain-containing protein 1	Nwd1 AWC38_SpisGene14127	Stylophora pistillata (Smooth cauliflower coral)	1788			
UPI000C0154DB	A0A2B4RYH5	A0A2B4RYH5_STYPI	unreviewed	116 kDa U5 small nuclear ribonucleoprotein component (U5 snRNP-specific protein, 116 kDa)	Eftud2 AWC38_SpisGene14134	Stylophora pistillata (Smooth cauliflower coral)	973	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525	
UPI000F401963	A0A3M6TC55	A0A3M6TC55_9CNID	unreviewed	Uncharacterized protein	pdam_00008155	Pocillopora damicornis	224			
UPI000C01473C	A0A2B4SPW0	A0A2B4SPW0_STYPI	unreviewed	Rhamnose-binding lectin	AWC38_SpisGene3193	Stylophora pistillata (Smooth cauliflower coral)	236	carbohydrate binding [GO:0030246]	GO:0030246	
UPI000C01D2F3	A0A2B4RVR7	A0A2B4RVR7_STYPI	unreviewed	Beclin-1	BECN1 AWC38_SpisGene14264	Stylophora pistillata (Smooth cauliflower coral)	446	autophagy [GO:0006914]; endocytosis [GO:0006897]; regulation of cytokinesis [GO:0032465]	GO:0006897; GO:0006914; GO:0032465	
UPI000C0133ED	A0A2B4RR79	A0A2B4RR79_STYPI	unreviewed	Ubiquitin-conjugating enzyme E2 G2	UBE2G2 AWC38_SpisGene16284	Stylophora pistillata (Smooth cauliflower coral)	166	ATP binding [GO:0005524]; transferase activity [GO:0016740]	GO:0005524; GO:0016740	
UPI000C008698	A0A2B4RQ53	A0A2B4RQ53_STYPI	unreviewed	PiggyBac transposable element-derived protein 5	PGBD5 AWC38_SpisGene15826	Stylophora pistillata (Smooth cauliflower coral)	410			
UPI000C00B9D4	A0A2B4SQF4	A0A2B4SQF4_STYPI	unreviewed	Nucleolar protein 10	nol10 AWC38_SpisGene4059	Stylophora pistillata (Smooth cauliflower coral)	681	nucleus [GO:0005634]	GO:0005634	
UPI000F40370D	A0A3M6TAT6	A0A3M6TAT6_9CNID	unreviewed	FERM domain-containing protein	pdam_00010242	Pocillopora damicornis	568	cytoskeleton [GO:0005856]; actin binding [GO:0003779]	GO:0003779; GO:0005856	
UPI000C00C488	A0A2B4RU86	A0A2B4RU86_STYPI	unreviewed	Zinc finger protein ZFP69	ZFP69 AWC38_SpisGene15159	Stylophora pistillata (Smooth cauliflower coral)	497			
UPI000C010014	A0A2B4SRE9	A0A2B4SRE9_STYPI	unreviewed	AP complex subunit beta	AP1B1 AWC38_SpisGene3739	Stylophora pistillata (Smooth cauliflower coral)	944	clathrin adaptor complex [GO:0030131]; clathrin binding [GO:0030276]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]	GO:0006886; GO:0016192; GO:0030131; GO:0030276	
UPI000F3B1A50	A0A3M6TY97	A0A3M6TY97_9CNID	unreviewed	Uncharacterized protein	pdam_00000659	Pocillopora damicornis	334	cysteine-type peptidase activity [GO:0008234]	GO:0008234	
UPI000C0102DA	A0A2B4SH80	A0A2B4SH80_STYPI	unreviewed	Dynein heavy chain 6, axonemal	DNAH6 AWC38_SpisGene5962	Stylophora pistillata (Smooth cauliflower coral)	4188	dynein complex [GO:0030286]; ATP binding [GO:0005524]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0007018; GO:0030286	
UPI000C00A47C	A0A2B4RKD2	A0A2B4RKD2_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene19018	Stylophora pistillata (Smooth cauliflower coral)	339			
UPI000C0176DD	A0A2B4RFA8	A0A2B4RFA8_STYPI	unreviewed	Macrophage-expressed gene 1 protein (Perforin-2)	Mpeg1 AWC38_SpisGene20851	Stylophora pistillata (Smooth cauliflower coral)	763	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3BC1DD	A0A3M6TKQ6	A0A3M6TKQ6_9CNID	unreviewed	Uncharacterized protein	pdam_00001349	Pocillopora damicornis	496			
UPI000C005E55	A0A2B4SUK9	A0A2B4SUK9_STYPI	unreviewed	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	Tstd3 AWC38_SpisGene1457	Stylophora pistillata (Smooth cauliflower coral)	196	transferase activity [GO:0016740]	GO:0016740	
UPI0001D970A1	D7NNB1	D7NNB1_ACRMI	unreviewed	Uncharacterized protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	79	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C01CBC6	A0A2B4S1A7	A0A2B4S1A7_STYPI	unreviewed	60S ribosomal protein L31	rpl31 AWC38_SpisGene13201	Stylophora pistillata (Smooth cauliflower coral)	123	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI0000074DC1	Q95WG0	Q95WG0_ACRMI	unreviewed	Nuclear receptor AmNR4 isoform B		Acropora millepora (Staghorn coral) (Heteropora millepora)	408	host cell nucleus [GO:0042025]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]	GO:0003700; GO:0003707; GO:0005634; GO:0008270; GO:0042025; GO:0043565	
UPI000B4580CD	A0A210QWK6	A0A210QWK6_MIZYE	unreviewed	Integrase catalytic domain-containing protein	KP79_PYT00526	Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis)	453	DNA integration [GO:0015074]	GO:0015074	
UPI000F3AEC9E	A0A3M6TUM8	A0A3M6TUM8_9CNID	unreviewed	Cytochrome b5 heme-binding domain-containing protein	pdam_00017100	Pocillopora damicornis	455	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0016021; GO:0016491	
UPI000C0092CC	A0A2B4S3Z4	A0A2B4S3Z4_STYPI	unreviewed	Transmembrane protein 138	TMEM138 AWC38_SpisGene10776	Stylophora pistillata (Smooth cauliflower coral)	160	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C0092DF	A0A2B4SW27	A0A2B4SW27_STYPI	unreviewed	Non-structural maintenance of chromosomes element 4	NSMCE4A AWC38_SpisGene2581	Stylophora pistillata (Smooth cauliflower coral)	351	nucleus [GO:0005634]; Smc5-Smc6 complex [GO:0030915]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	GO:0005634; GO:0006281; GO:0006310; GO:0030915	
UPI000C00C799	A0A2B4S0N3	A0A2B4S0N3_STYPI	unreviewed	RNA-directed DNA polymerase from mobile element jockey	pol AWC38_SpisGene12499	Stylophora pistillata (Smooth cauliflower coral)	905	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	
UPI000C0103D9	A0A2B4R3D8	A0A2B4R3D8_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene23124	Stylophora pistillata (Smooth cauliflower coral)	810			
UPI000C00CE61	A0A2B4T0W8	A0A2B4T0W8_STYPI	unreviewed	40S ribosomal protein S6	RPS6 AWC38_SpisGene183	Stylophora pistillata (Smooth cauliflower coral)	246	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000F410425	A0A3M6UBZ1	A0A3M6UBZ1_9CNID	unreviewed	Uncharacterized protein	pdam_00024707	Pocillopora damicornis	124	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000C00DD56	A0A2B4SYK5	A0A2B4SYK5_STYPI	unreviewed	Abhydrolase domain-containing protein 8	abhd8 AWC38_SpisGene178	Stylophora pistillata (Smooth cauliflower coral)	553	hydrolase activity [GO:0016787]	GO:0016787	
UPI000C004CB3	A0A2B4S5Z7	A0A2B4S5Z7_STYPI	unreviewed	Huntingtin-interacting protein K	Hypk AWC38_SpisGene10583	Stylophora pistillata (Smooth cauliflower coral)	107			
UPI000F3E4CD1	A0A3M6TCL2	A0A3M6TCL2_9CNID	unreviewed	Uncharacterized protein	pdam_00020524	Pocillopora damicornis	136			
UPI000F417E16	A0A3M6TNC3	A0A3M6TNC3_9CNID	unreviewed	Uncharacterized protein	pdam_00020885	Pocillopora damicornis	239			
UPI000F3AFCA6	A0A3M6TS64	A0A3M6TS64_9CNID	unreviewed	Kinesin motor domain-containing protein	pdam_00002552	Pocillopora damicornis	1520	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0007018; GO:0008017	
UPI000188DD35	B7T140	B7T140_ACRMI	unreviewed	SUEL-type lectin domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	233	carbohydrate binding [GO:0030246]	GO:0030246	
UPI000188DD33	B7T138	B7T138_ACRMI	unreviewed	SUEL-type lectin domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	294	carbohydrate binding [GO:0030246]	GO:0030246	
UPI0001D970A6	D7NNB6	D7NNB6_ACRMI	unreviewed	DOMON domain-containing protein		Acropora millepora (Staghorn coral) (Heteropora millepora)	253	dopamine beta-monooxygenase activity [GO:0004500]	GO:0004500	
UPI0001C17F08	D3BQ63	D3BQ63_POLPP	unreviewed	RUN domain-containing protein	PPL_10045	Polysphondylium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Heterostelium pallidum)	1467	ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0046872	
UPI00022283A2	W4ZEQ0	W4ZEQ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	486			
UPI0002870462	J9QK52	J9QK52_ACRMI	unreviewed	Peptidylglycine alpha-amidating monooxygenase 2	PAM-2	Acropora millepora (Staghorn coral) (Heteropora millepora)	699	membrane [GO:0016020]; copper ion binding [GO:0005507]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]; peptide metabolic process [GO:0006518]	GO:0005507; GO:0006518; GO:0016020; GO:0016715	
UPI000F3F30F9	A0A3M6U0N1	A0A3M6U0N1_9CNID	unreviewed	DED domain-containing protein	pdam_00021938	Pocillopora damicornis	285	regulation of apoptotic process [GO:0042981]	GO:0042981	
UPI000F3E5B27	A0A3M6T881	A0A3M6T881_9CNID	unreviewed	OTU domain-containing protein	pdam_00016622	Pocillopora damicornis	1031			
UPI000F3FDC74	A0A3M6UXX7	A0A3M6UXX7_9CNID	unreviewed	Thioredoxin domain-containing protein	pdam_00012519	Pocillopora damicornis	167	photoreceptor cell maintenance [GO:0045494]; sensory perception [GO:0007600]	GO:0007600; GO:0045494	
UPI000F3FEE87	A0A3M6URN3	A0A3M6URN3_9CNID	unreviewed	Metalloendopeptidase (EC 3.4.24.-)	pdam_00018235	Pocillopora damicornis	665	membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0008270; GO:0016020	
UPI000F41E448	A0A3M6V5W4	A0A3M6V5W4_9CNID	unreviewed	Cupin_5 domain-containing protein	pdam_00014196	Pocillopora damicornis	183			
UPI000F3EFE2A	A0A3M6U9S3	A0A3M6U9S3_9CNID	unreviewed	Uncharacterized protein	pdam_00021279	Pocillopora damicornis	537	voltage-gated potassium channel complex [GO:0008076]; ligand-gated ion channel activity [GO:0015276]; voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0008076; GO:0015276	
UPI000C017C3D	A0A2B4RM30	A0A2B4RM30_STYPI	unreviewed	Otolin-1	OTOL1 AWC38_SpisGene18117	Stylophora pistillata (Smooth cauliflower coral)	328	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F41E55A	A0A3M6T513	A0A3M6T513_9CNID	unreviewed	Uncharacterized protein	pdam_00010014	Pocillopora damicornis	252			
UPI000C01339A	A0A2B4SUB4	A0A2B4SUB4_STYPI	unreviewed	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	arih1 AWC38_SpisGene2415	Stylophora pistillata (Smooth cauliflower coral)	928	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0046872	
UPI000F3CDD6B	A0A3M6TEP5	A0A3M6TEP5_9CNID	unreviewed	Uncharacterized protein	pdam_00013454	Pocillopora damicornis	147	integral component of membrane [GO:0016021]; vesicle-mediated transport [GO:0016192]	GO:0016021; GO:0016192	
UPI000F3CC1E3	A0A3M6UFQ7	A0A3M6UFQ7_9CNID	unreviewed	Fe2OG dioxygenase domain-containing protein	pdam_00025539	Pocillopora damicornis	275	oxidoreductase activity [GO:0016491]	GO:0016491	
UPI000F3D0EB0	A0A3M6UJI0	A0A3M6UJI0_9CNID	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	pdam_00000370	Pocillopora damicornis	355	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	
UPI000C002D76	A0A2B4SI10	A0A2B4SI10_STYPI	unreviewed	Anoctamin	Ano4 AWC38_SpisGene5732	Stylophora pistillata (Smooth cauliflower coral)	881	integral component of membrane [GO:0016021]; protein dimerization activity [GO:0046983]	GO:0016021; GO:0046983	
UPI000C00FC44	A0A2B4SLY4	A0A2B4SLY4_STYPI	unreviewed	Tubulin-specific chaperone D	Tbcd AWC38_SpisGene5741	Stylophora pistillata (Smooth cauliflower coral)	1198	beta-tubulin binding [GO:0048487]; GTPase activator activity [GO:0005096]; post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021]	GO:0005096; GO:0007021; GO:0007023; GO:0048487	
UPI000C00A96B	A0A2B4RCA9	A0A2B4RCA9_STYPI	unreviewed	TNF receptor-associated factor 3	TRAF3 AWC38_SpisGene19755	Stylophora pistillata (Smooth cauliflower coral)	567	zinc ion binding [GO:0008270]; regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0007165; GO:0008270; GO:0042981	
UPI000F3AAFFF	A0A3M6UQB5	A0A3M6UQB5_9CNID	unreviewed	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	pdam_00001638	Pocillopora damicornis	395	mitochondrion [GO:0005739]; isocitrate dehydrogenase (NAD+) activity [GO:0004449]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; tricarboxylic acid cycle [GO:0006099]	GO:0000287; GO:0004449; GO:0005739; GO:0006099; GO:0051287	
UPI000C00C79E	A0A2B4RRJ8	A0A2B4RRJ8_STYPI	unreviewed	mRNA export factor	RAE1 AWC38_SpisGene15781	Stylophora pistillata (Smooth cauliflower coral)	375	mRNA export from nucleus [GO:0006406]	GO:0006406	
UPI0001798EA8	B4ZYT0	B4ZYT0_ACRMI	unreviewed	SoxC		Acropora millepora (Staghorn coral) (Heteropora millepora)	292	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634	
UPI000C01576D	A0A2B4RHC6	A0A2B4RHC6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene19980 AWC38_SpisGene23038	Stylophora pistillata (Smooth cauliflower coral)	316			
UPI000F3D10C6	A0A3M6U229	A0A3M6U229_9CNID	unreviewed	BTB domain-containing protein	pdam_00013616	Pocillopora damicornis	441			
UPI000F3AEA18	A0A3M6U3L8	A0A3M6U3L8_9CNID	unreviewed	TLC domain-containing protein	pdam_00002679	Pocillopora damicornis	383	integral component of membrane [GO:0016021]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	GO:0006616; GO:0016021	
UPI000F3B7783	A0A3M6U2Z8	A0A3M6U2Z8_9CNID	unreviewed	Uncharacterized protein	pdam_00002676	Pocillopora damicornis	179	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	
UPI000F414C06	A0A3M6V592	A0A3M6V592_9CNID	unreviewed	Uncharacterized protein	pdam_00016696	Pocillopora damicornis	245			
UPI000C01E088	A0A2B4REA9	A0A2B4REA9_STYPI	unreviewed	Alpha-ketoglutarate-dependent dioxygenase alkB-like 6	alkbh6 AWC38_SpisGene19786	Stylophora pistillata (Smooth cauliflower coral)	238	dioxygenase activity [GO:0051213]	GO:0051213	
UPI000C00A94F	A0A2B4SGP9	A0A2B4SGP9_STYPI	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)	PSMA3 AWC38_SpisGene7651	Stylophora pistillata (Smooth cauliflower coral)	253	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004298; GO:0005634; GO:0005737; GO:0006511; GO:0019773	
UPI000C0177B0	A0A2B4RIW9	A0A2B4RIW9_STYPI	unreviewed	Poly [ADP-ribose] polymerase 12	Parp12 AWC38_SpisGene18963	Stylophora pistillata (Smooth cauliflower coral)	1598	NAD+ ADP-ribosyltransferase activity [GO:0003950]; zinc ion binding [GO:0008270]	GO:0003950; GO:0008270	
UPI000C00F6AC	A0A2B4RS28	A0A2B4RS28_STYPI	unreviewed	CARD domain-containing protein	AWC38_SpisGene15581	Stylophora pistillata (Smooth cauliflower coral)	448	regulation of apoptotic process [GO:0042981]	GO:0042981	
UPI000C009CDA	A0A2B4S8K2	A0A2B4S8K2_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene9098	Stylophora pistillata (Smooth cauliflower coral)	138			
UPI000C00A87F	A0A2B4S442	A0A2B4S442_STYPI	unreviewed	V-type proton ATPase subunit F	Atp6v1f AWC38_SpisGene12239	Stylophora pistillata (Smooth cauliflower coral)	126	proton-transporting V-type ATPase, V1 domain [GO:0033180]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0033180; GO:0046961	
UPI000C00A87F	A0A3M6T8V5	A0A3M6T8V5_9CNID	unreviewed	V-type proton ATPase subunit F	pdam_00007061	Pocillopora damicornis	126	proton-transporting V-type ATPase, V1 domain [GO:0033180]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0033180; GO:0046961	
UPI000F40B053	A0A3M6U8S2	A0A3M6U8S2_9CNID	unreviewed	Uncharacterized protein	pdam_00002876	Pocillopora damicornis	925			
UPI000F3D89E1	A0A3M6TUT1	A0A3M6TUT1_9CNID	unreviewed	zf-3CxxC domain-containing protein	pdam_00014046	Pocillopora damicornis	92			
UPI000C00F2CB	A0A2B4SAK2	A0A2B4SAK2_STYPI	unreviewed	Ankyrin repeat domain-containing protein 50	ANKRD50 AWC38_SpisGene9739	Stylophora pistillata (Smooth cauliflower coral)	192			
UPI000F3E07F5	A0A3M6T8M2	A0A3M6T8M2_9CNID	unreviewed	Uncharacterized protein	pdam_00006604	Pocillopora damicornis	301			
UPI000C00A26D	A0A2B4S916	A0A2B4S916_STYPI	unreviewed	Sodium-coupled monocarboxylate transporter 1	Slc5a8 AWC38_SpisGene9868	Stylophora pistillata (Smooth cauliflower coral)	640	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	
UPI000F3B6BFB	A0A3M6V290	A0A3M6V290_9CNID	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	pdam_00004514	Pocillopora damicornis	322	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	
UPI00105661C9	A0A4R5GXE8	A0A4R5GXE8_9ALTE	unreviewed	SRPBCC domain-containing protein	EYS14_22590	Alteromonadaceae bacterium M269	159			
UPI000F41AD0F	A0A3M6ULS3	A0A3M6ULS3_9CNID	unreviewed	Uncharacterized protein	pdam_00004562	Pocillopora damicornis	798			
UPI000F40189F	A0A3M6UEC4	A0A3M6UEC4_9CNID	unreviewed	Uncharacterized protein	pdam_00003765	Pocillopora damicornis	472	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3E9230	A0A3M6UEM7	A0A3M6UEM7_9CNID	unreviewed	ML domain-containing protein	pdam_00003767	Pocillopora damicornis	157	intracellular cholesterol transport [GO:0032367]	GO:0032367	
UPI000C046B05	A0A3M6TRH9	A0A3M6TRH9_9CNID	unreviewed	Enhancer of rudimentary homolog	pdam_00017582	Pocillopora damicornis	102	cell cycle [GO:0007049]	GO:0007049	
UPI000F3CB03C	A0A3M6TBF7	A0A3M6TBF7_9CNID	unreviewed	Uncharacterized protein	pdam_00008402	Pocillopora damicornis	303			
UPI000F4035D1	A0A3M6V3I1	A0A3M6V3I1_9CNID	unreviewed	Uncharacterized protein	pdam_00019947	Pocillopora damicornis	213			
UPI000C0042E3	A0A2B4SRV4	A0A2B4SRV4_STYPI	unreviewed	Cubilin	Cubn AWC38_SpisGene3844	Stylophora pistillata (Smooth cauliflower coral)	463	integral component of membrane [GO:0016021]	GO:0016021	
UPI000F3EAE40	A0A3M6U8F7	A0A3M6U8F7_9CNID	unreviewed	Uncharacterized protein	pdam_00024628	Pocillopora damicornis	483	integral component of membrane [GO:0016021]	GO:0016021	
UPI000C00B46D	A0A2B4RQH9	A0A2B4RQH9_STYPI	unreviewed	Malate dehydrogenase (EC 1.1.1.37)	MDH2 AWC38_SpisGene14848	Stylophora pistillata (Smooth cauliflower coral)	340	L-malate dehydrogenase activity [GO:0030060]; carbohydrate metabolic process [GO:0005975]; malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099]	GO:0005975; GO:0006099; GO:0006108; GO:0030060	
UPI000C01B339	A0A2B4RS17	A0A2B4RS17_STYPI	unreviewed	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eif3c AWC38_SpisGene15169	Stylophora pistillata (Smooth cauliflower coral)	942	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]	GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0031369; GO:0033290	
UPI000C01A7D7	A0A2B4SX37	A0A2B4SX37_STYPI	unreviewed	Cullin-3	Cul3 AWC38_SpisGene1081	Stylophora pistillata (Smooth cauliflower coral)	754	cullin-RING ubiquitin ligase complex [GO:0031461]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0031461; GO:0031625	
UPI000C019AEF	A0A2B4RPR7	A0A2B4RPR7_STYPI	unreviewed	Hydroxylysine kinase	HYKK AWC38_SpisGene17093	Stylophora pistillata (Smooth cauliflower coral)	388	kinase activity [GO:0016301]	GO:0016301	
UPI000F3B3DC9	A0A3M6V472	A0A3M6V472_9CNID	unreviewed	SERPIN domain-containing protein	pdam_00006803	Pocillopora damicornis	386	extracellular space [GO:0005615]	GO:0005615	
UPI000C00834B	A0A2B4RA54	A0A2B4RA54_STYPI	unreviewed	52 kDa repressor of the inhibitor of the protein kinase	PRKRIR AWC38_SpisGene22200 AWC38_SpisGene22201	Stylophora pistillata (Smooth cauliflower coral)	861	kinase activity [GO:0016301]; protein dimerization activity [GO:0046983]	GO:0016301; GO:0046983	
UPI000F3B878A	A0A3M6U044	A0A3M6U044_9CNID	unreviewed	Uncharacterized protein	pdam_00014492	Pocillopora damicornis	283	RNA binding [GO:0003723]	GO:0003723	
UPI000C01E6A6	A0A2B4S3I2	A0A2B4S3I2_STYPI	unreviewed	C2H2-type domain-containing protein	AWC38_SpisGene12385	Stylophora pistillata (Smooth cauliflower coral)	391			
